Type,Level,Name,Resource,Spell Script Name,Generic Description,Identified Description
Innate,1,"Healing Lick","SPIN699","Invisibility Self",No Description, No Description
Innate,1,"Horror","SPIN105","","Horror
(Necromancy)

Level: 2
Range: 40 ft.
Duration: 1 turn
Casting Time: 2
Area of Effect: 30-ft. radius
Saving Throw: Neg.

All enemies within the area of effect when this spell is cast must save vs. Spell or flee in terror. Certain creatures are immune to the effects of fear, including all undead.",No Description
Innate,1,"How COULD I have thought otherwise? Of COURSE you are.","SPIN700","Troll Sethp1",No Description, No Description
Innate,1,"Intelligence Increase","SPIN763","Hell Gain Int",No Description, No Description
Innate,1,"Invisibility","SPIN118","","Invisibility 
(Illusion/Phantasm)

Level: 2
Range: Touch 
Duration: Special 
Casting Time: 2 
Area of Effect: 1 creature 
Saving Throw: None 

This spell causes the creature touched to vanish from sight and be undetectable by normal vision or even infravision. Of course, the invisible creature is not magically silenced, and certain other conditions can render the creature detectable. Even allies cannot see the invisible creature or its gear, unless these allies can normally see invisible things or employ magic to do so. Items dropped or put down by the invisible creature become visible; items picked up disappear if tucked into the clothing or pouches worn by the creature. The spell remains in effect until it is magically broken or dispelled, until the recipient attacks any creature, or until 24 hours have passed. The caster cannot perform any actions that manipulate the environment around <PRO_HIMHER>, such as opening doors, disarming a trap, or opening a chest. The caster can, however, cast defensive spells on <PRO_HIMHER>self and fellow party members. And if <PRO_HESHE> attacks, <PRO_HESHE> immediately becomes visible, although the invisibility enables <PRO_HIMHER> to attack first.",No Description
Innate,1,"Invoke Courage","SPIN676","Invoke Courage",No Description, No Description
Innate,1,"Kai","SPCL144","Kensai Kia","Kai
All successful attacks within the next 10 seconds deal maximum damage.",No Description
Innate,1,"Larloch's Minor Drain","SPIN104","","Larloch's Minor Drain 
(Necromancy)

Level: 1
Range: 30 ft.
Duration: Special
Casting Time: 1
Area of Effect: 1 creature
Saving Throw: None

With this spell, the wizard drains the life force from a target and adds it to <PRO_HISHER> own. The target creature suffers 4 damage, while the Mage gains 4 Hit Points. If the Mage goes over <PRO_HISHER> maximum Hit Point total with this spell, <PRO_HESHE> loses any extra Hit Points after 1 turn.",No Description
Innate,1,"Lay On Hands","SPIN827","Mazzy Lay","Lay On Hands (Self-Only)
The character channels positive energy to heal <PRO_HIMHER>self of 2 Hit Points per level.",No Description
Innate,1,"Lay On Hands","SPIN773","Evil Layonhands","Lay On Hands (Self-Only)
The character channels positive energy to heal <PRO_HIMHER>self of 2 Hit Points per level.","Lay On Hands (Self-Only)
The character channels positive energy to heal <PRO_HIMHER>self of 2 Hit Points per level."
Innate,1,"Lay On Hands","SPIN109","","Lay On Hands
The character channels positive energy to heal the touched creature of 2 Hit Points per level of the caster.",No Description
Innate,1,"Level Drain","SPIN666","Zombie Level Drain",No Description, No Description
Innate,1,"Loses all Bhaal powers","SPIN838","Lose All",No Description, No Description
Innate,1,"Magic Missile","SPIN962","Beholder Magic Missile",No Description, No Description
Innate,1,"Mane Gas","SPIN917","Mane Gas",No Description, No Description
Innate,1,"Mimic Acid","SPIN913","Mimic Acid","Mimic Acid
This ability launches a glob of deadly acid at the target, dealing 3d12 acid damage on impact. There is no Saving Throw against this ability.",No Description
Innate,1,"Mimic Glue","SPIN914","Mimic Glue","Mimic Glue
This ability launches a mess of sticky ooze, paralyzing the target for 5 rounds unless the target makes a Saving Throw vs. Breath Weapon.",No Description
Innate,1,"Negative Plane Protection","SPCL105","Immunity To Level Drain",No Description, No Description
Innate,1,"Pocket Plane","SPIN649","Enter Pocket Plane",No Description, No Description
Innate,1,"Poison Weapon","SPCL423","Assassin Poison","Poison Weapon
Each successful hit within the next 5 rounds will inject poison into the target. Each target can only be affected once per round. The amount of poison damage depends on the character's level:

1st - Target suffers 1 poison damage per second for 6 seconds (save vs. death at +1 negates)
5th - Target suffers 1 poison damage per second for 12 seconds (save vs. death negates), and also immediately suffers 2 poison damage (no save)
9th - Target suffers 1 poison damage per second for 18 seconds (save vs. death at -1 negates), and also immediately suffers 4 poison damage (no save)
13th - Target suffers 1 poison damage per second for 24 seconds (save vs. death at -2 negates), and also immediately suffers 6 poison damage (no save)",No Description
Innate,1,"Protection From Evil","SPIN121","","Protection From Evil
(Abjuration)

Level: 1
Sphere: Protection
Range: Touch
Duration: 1 turn
Casting Time: 4
Area of Effect: 1 creature
Saving Throw: None 

When this spell is cast, it creates a magical barrier around the recipient at a distance of one foot. The barrier moves with the recipient and has two major effects: First, all attacks made by evil or evilly enchanted creatures against the protected creature receive a penalty of -2 to each attack roll. Second, summoned demons cannot target the protected creature.",No Description
Innate,1,"Protection From Evil","SPCL213","Paladin Protection From Evil","Protection From Evil
(Abjuration)

Level: 1
Sphere: Protection
Range: Touch
Duration: 1 turn
Casting Time: 4
Area of Effect: 1 creature
Saving Throw: None 

When this spell is cast, it creates a magical barrier around the recipient at a distance of one foot. The barrier moves with the recipient and has two major effects: First, all attacks made by evil or evilly enchanted creatures against the protected creature receive a penalty of -2 to each attack roll. Second, summoned demons cannot target the protected creature.",No Description
Innate,1,"Psionic Blast","SPIN974","Mind Flayer Psionic Blast",No Description, No Description
Innate,1,"Psionic Blast","SPIN727","Nosave Psionic Blast",No Description, No Description
Innate,1,"Pyschic Drain","SPIN804","Psionic Emotion Kill",No Description, No Description
Innate,1,"Pyschic Drain","SPIN802","Mind Cripple",No Description, No Description
Innate,1,"Red Dragon Breath","SPIN894","Red Dragon Breath",No Description, No Description
Innate,1,"Remove Fear","SPCL222","Cavalier Remove Fear","Remove Fear
(Abjuration)

Level: 1
Sphere: Charm 
Range: 30 ft. 
Duration: 1 hour
Casting Time: 1 
Area of Effect: 30-ft. radius
Saving Throw: None

The priest instills courage in the spell's recipients, raising their morale to its highest. The recipients' morale will gradually reset to normal as the duration runs out. If the recipients are affected by magical fear, this is negated.",No Description
Innate,1,"Repulsion, caster","SPWM199","",No Description, No Description
Innate,1,"Repulsion, caster","SPWM153","",No Description, No Description
Innate,1,"Repulsion, caster","SPWM134","",No Description, No Description
Innate,1,"Repulsion, caster","SPWM130","",No Description, No Description
Innate,1,"Repulsion, caster","SPWM128","",No Description, No Description
Innate,1,"Repulsion, caster","SPWM120","",No Description, No Description
Innate,1,"Repulsion, caster","SPWM118","",No Description, No Description
Innate,1,"Repulsion, caster","SPWM117","",No Description, No Description
Innate,1,"Repulsion, caster","SPWM115","",No Description, No Description
Innate,1,"Repulsion, caster","SPWM112","",No Description, No Description
Innate,1,"Repulsion, caster","SPWM110","",No Description, No Description
Innate,1,"Repulsion, caster","SPWM105","",No Description, No Description
Innate,1,"Repulsion, caster","SPWM103","",No Description, No Description
Innate,1,"Repulsion, caster","SPWM102","",No Description, No Description
Innate,1,"Resist Fear","SPCL104","Resist Fear","Resist Fear
(Abjuration)

Level: 2
Range: 30 ft.
Duration: 1 hour
Casting Time: 1
Area of Effect: 30-ft. radius
Saving Throw: None

The wizard instills courage in the spell recipients, raising their morale to its highest. The recipients morale will gradually reset to normal as the duration runs out. If the recipients are affected by magical fear, they will regain their composure.",No Description
Innate,1,"Safana's Kiss","SPIN119","Safana Charm","Safana's Kiss
(Enchantment/Charm)

Level: 1
Range: Touch
Duration: 100 seconds
Casting Time: 1
Area of Effect: 1 person
Saving Throw: Neg.

Safana can charm any single person she can kiss. The term ""person"" includes any bipedal human, demihuman, or humanoid of man-size or smaller, such as brownies, dryads, dwarves, elves, gnolls, gnomes, goblins, half-elves, halflings, half-orcs, hobgoblins, humans, kobolds, lizard men, nixies, orcs, pixies, sprites, troglodytes, and others. Thus, a 10th-level fighter could be charmed, but an ogre could not. The person is allowed a Save vs. Spell to negate the effect.

If the spell's recipient fails <PRO_HISHER> Saving Throw (with a +2 modifier), <PRO_HESHE> regards Safana as a trusted friend and ally to be heeded and protected. Safana may give <PRO_HIMHER> orders, and the charmed individual will carry them out as quickly as possible.

If Safana (or one of her allies) harms—or attempts to harm—the charmed person by some overt action, or if a Dispel Magic spell is cast upon the charmed person, the spell is broken. If two or more charms simultaneously affect a creature, the most recent charm takes precedence. Note that the subject has full memory of the events that took place while <PRO_HESHE> was charmed. Also note that you cannot have a charmed creature leave the area where <PRO_HESHE> is charmed.","Safana's Kiss
(Enchantment/Charm)

Level: 1
Range: Touch
Duration: 100 seconds
Casting Time: 1
Area of Effect: 1 person
Saving Throw: Neg.

Safana can charm any single person she can kiss. The term ""person"" includes any bipedal human, demihuman, or humanoid of man-size or smaller, such as brownies, dryads, dwarves, elves, gnolls, gnomes, goblins, half-elves, halflings, half-orcs, hobgoblins, humans, kobolds, lizard men, nixies, orcs, pixies, sprites, troglodytes, and others. Thus, a 10th-level fighter could be charmed, but an ogre could not. The person is allowed a Save vs. Spell to negate the effect.

If the spell's recipient fails <PRO_HISHER> Saving Throw (with a +2 modifier), <PRO_HESHE> regards Safana as a trusted friend and ally to be heeded and protected. Safana may give <PRO_HIMHER> orders, and the charmed individual will carry them out as quickly as possible.

If Safana (or one of her allies) harms—or attempts to harm—the charmed person by some overt action, or if a Dispel Magic spell is cast upon the charmed person, the spell is broken. If two or more charms simultaneously affect a creature, the most recent charm takes precedence. Note that the subject has full memory of the events that took place while <PRO_HESHE> was charmed. Also note that you cannot have a charmed creature leave the area where <PRO_HESHE> is charmed."
Innate,1,"Shadowstep","SPSD02","","Shadowstep
The character steps into the Shadow Plane and may move for 7 seconds while others are frozen in time. The caster cannot attack or cast spells while in the Shadow Plane.","Shadowstep
The character steps into the Shadow Plane and may move for 7 seconds while others are frozen in time. The caster cannot attack or cast spells while in the Shadow Plane."
Innate,1,"Shapechange: Earth Elemental","SPIN157","","Shapechange: Earth Elemental

Strength: 19
Dexterity: 9

Base Armor Class: 2
Number of Attacks: 1
Attack Damage: 4d8 (crushing)

Special Ability:
 – Immune to weapons of +2 enchantment or less.","Shapechange: Earth Elemental

Strength: 19
Dexterity: 9

Base Armor Class: 2
Number of Attacks: 1
Attack Damage: 4d8 (crushing)

Special Ability:
 – Immune to weapons of +2 enchantment or less."
Innate,1,"Shapechange: Fire Elemental","SPIN156","","Shapechange: Fire Elemental

Strength: 9
Dexterity: 9

Base Armor Class: 2
Number of Attacks: 1
Attack Damage: 3d8 (crushing), +1d6 fire

Special Ability:
 – Fire Resistance: 100%
 – Magic Fire Resistance: 100%
 – Immune to weapons of +2 enchantment or less.	","Shapechange: Fire Elemental

Strength: 9
Dexterity: 9

Base Armor Class: 2
Number of Attacks: 1
Attack Damage: 3d8 (crushing), +1d6 fire

Special Ability:
 – Fire Resistance: 100%
 – Magic Fire Resistance: 100%
 – Immune to weapons of +2 enchantment or less.	"
Innate,1,"Shapechange: Giant Troll","SPIN154","","Shapechange: Giant Troll

Strength: 18/00
Dexterity: 20

Base Armor Class: 4
Number of Attacks: 3
Attack Damage: 2d6 (piercing)

Special Abilities: 
 – Immune to stun, sleep, hold, paralysis; regenerates 1 Hit Point per second.","Shapechange: Giant Troll

Strength: 18/00
Dexterity: 20

Base Armor Class: 4
Number of Attacks: 3
Attack Damage: 2d6 (piercing)

Special Abilities: 
 – Immune to stun, sleep, hold, paralysis; regenerates 1 Hit Point per second."
Innate,1,"Shapechange: Greater Wolfwere","SPIN155","","Shapechange: Greater Wolfwere

Strength: 19
Dexterity: 19

Base Armor Class: 2
Number of Attacks: 3
Attack Damage: 1d12 (slashing)

Special Abilities:
 – Fire Resistance: 50%
 – Cold Resistance: 50%
 – Electrical Resistance: 50%
 – Acid Resistance: 50%
 – Magic Fire Resistance: 50%
 – Magic Cold Resistance: 50%
 – Immune to non-magical weapons; regenerates 6 Hit Points per second.","Shapechange: Greater Wolfwere

Strength: 19
Dexterity: 19

Base Armor Class: 2
Number of Attacks: 3
Attack Damage: 1d12 (slashing)

Special Abilities:
 – Fire Resistance: 50%
 – Cold Resistance: 50%
 – Electrical Resistance: 50%
 – Acid Resistance: 50%
 – Magic Fire Resistance: 50%
 – Magic Cold Resistance: 50%
 – Immune to non-magical weapons; regenerates 6 Hit Points per second."
Innate,1,"Shapechange: Iron Golem","SPIN153","","Shapechange: Iron Golem

Strength: 24
Dexterity: 9

Base Armor Class: 3
Number of Attacks: 1
Attack Damage: 4d10 (crushing)

Special Abilities:
 – Fire Resistance: 125%
 – Cold Resistance: 100%
 – Electrical Resistance: 100%
 – Acid Resistance: 100%
 – Magic Resistance: 100%
 – Magic Fire Resistance: 125%
 – Magic Cold Resistance: 100%
 – Slashing Resistance: 20%
 – Crushing Resistance: 20%
 – Piercing Resistance: 20%
 – Missile Resistance: 20%
 – Immune to backstab, weapons of +2 enchantment or less, sleep, fear, hold, charm, paralysis, poison.","Shapechange: Iron Golem

Strength: 24
Dexterity: 9

Base Armor Class: 3
Number of Attacks: 1
Attack Damage: 4d10 (crushing)

Special Abilities:
 – Fire Resistance: 125%
 – Cold Resistance: 100%
 – Electrical Resistance: 100%
 – Acid Resistance: 100%
 – Magic Resistance: 100%
 – Magic Fire Resistance: 125%
 – Magic Cold Resistance: 100%
 – Slashing Resistance: 20%
 – Crushing Resistance: 20%
 – Piercing Resistance: 20%
 – Missile Resistance: 20%
 – Immune to backstab, weapons of +2 enchantment or less, sleep, fear, hold, charm, paralysis, poison."
Innate,1,"Shapechange: Mind Flayer","SPIN152","","Shapechange: Mind Flayer

Strength: 10
Dexterity: 10

Base Armor Class: 5
Number of Attacks: 4
Attack Damage: 1d2 (crushing), -5 Intelligence","Shapechange: Mind Flayer

Strength: 10
Dexterity: 10

Base Armor Class: 5
Number of Attacks: 4
Attack Damage: 1d2 (crushing), -5 Intelligence"
Innate,1,"Shapeshift: Baby Wyvern","SPIN126","","Shapeshift: Baby Wyvern

Strength: 16
Dexterity: 17

Base Armor Class: 3
Number of Attacks: 2
Attack Damage: 2d8 (crushing) + 1d6 (piercing), on hit it causes 5 poison damage/second for 20 seconds (Save vs. Poison at -4 to avoid)
Hits as though using a +2 weapon

Special Abilities:
– Immunity to hold, paralysis, slow, level drain, web, entangle, and grease","Shapeshift: Baby Wyvern

Strength: 16
Dexterity: 17

Base Armor Class: 3
Number of Attacks: 2
Attack Damage: 2d8 (crushing) + 1d6 (piercing), on hit it causes 5 poison damage/second for 20 seconds (Save vs. Poison at -4 to avoid)
Hits as though using a +2 weapon

Special Abilities:
– Immunity to hold, paralysis, slow, level drain, web, entangle, and grease"
Innate,1,"Shapeshift: Baby Wyvern","SPCL633","","Shapeshift: Baby Wyvern

Strength: 16
Dexterity: 17

Base Armor Class: 3
Number of Attacks: 2
Attack Damage: 2d8 (crushing) + 1d6 (piercing), on hit it causes 5 poison damage/second for 20 seconds (Save vs. Poison at -4 to avoid)
Hits as though using a +2 weapon

Special Abilities:
– Immunity to hold, paralysis, slow, level drain, web, entangle, and grease",No Description
Innate,1,"Shapeshift: Black Bear","SPWI498","","Shapeshift: Black Bear

Strength: 18/00
Dexterity: 12

Base Armor Class: 7
Number of Attacks: 3
Attack Damage: 1d6 (piercing), strikes as +1 weapon

Special Abilities:
– Hasted","Shapeshift: Brown Bear

Strength: 18/00
Dexterity: 12

Base Armor Class: 6
Number of Attacks: 3
Attack Damage: 1d6 (piercing), strikes as +1 weapon

Special Abilities:
– Hasted"
Innate,1,"Shapeshift: Black Bear","SPIN111","","Shapeshift: Black Bear

Strength: 18/00
Dexterity: 12

Base Armor Class: 7
Number of Attacks: 3
Attack Damage: 1d6 (piercing), strikes as +1 weapon

Special Abilities:
– Hasted","Shapeshift: Brown Bear

Strength: 18/00
Dexterity: 12

Base Armor Class: 6
Number of Attacks: 3
Attack Damage: 1d6 (piercing), strikes as +1 weapon

Special Abilities:
– Hasted"
Innate,1,"Shapeshift: Black Bear","SPCL613","","Shapeshift: Black Bear

Strength: 18/00
Dexterity: 12

Base Armor Class: 7
Number of Attacks: 3
Attack Damage: 1d6 (piercing), strikes as +1 weapon

Special Abilities:
– Hasted","Shapeshift: Brown Bear

Strength: 18/00
Dexterity: 12

Base Armor Class: 6
Number of Attacks: 3
Attack Damage: 1d6 (piercing), strikes as +1 weapon

Special Abilities:
– Hasted"
Innate,1,"Shapeshift: Brown Bear","SPWI497","","Shapeshift: Brown Bear

Strength: 18/00
Dexterity: 12

Base Armor Class: 6
Number of Attacks: 3
Attack Damage: 1d6 (piercing), strikes as +1 weapon

Special Abilities:
– Hasted","Shapeshift: Brown Bear

Strength: 18/00
Dexterity: 12

Base Armor Class: 6
Number of Attacks: 3
Attack Damage: 1d6 (piercing), strikes as +1 weapon

Special Abilities:
– Hasted"
Innate,1,"Shapeshift: Brown Bear","SPCL611","","Shapeshift: Brown Bear

Strength: 18/00
Dexterity: 12

Base Armor Class: 6
Number of Attacks: 3
Attack Damage: 1d6 (piercing), strikes as +1 weapon

Special Abilities:
– Hasted","Shapeshift: Brown Bear

Strength: 18/00
Dexterity: 12

Base Armor Class: 6
Number of Attacks: 3
Attack Damage: 1d6 (piercing), strikes as +1 weapon

Special Abilities:
– Hasted"
Innate,1,"Shapeshift: Fire Salamander","SPIN127","","Shapeshift: Fire Salamander

Strength: 18/75 
Dexterity: 19

Base Armor Class: 2 
Number of Attacks: 1 
Attack Damage: 1d6 + 1d8 (piercing), strikes as +3 weapon

Special Abilities: 
– THAC0: +1
– Hasted 
– Fire Resistance: 50%
– Breathe Fireball three times per day (2d6 fire damage to target)","Shapeshift: Fire Salamander

Strength: 18/75 
Dexterity: 19

Base Armor Class: 2 
Number of Attacks: 1 
Attack Damage: 1d6 + 1d8 (piercing), strikes as +3 weapon

Special Abilities: 
– THAC0: +1
– Hasted 
– Fire Resistance: 50%
– Breathe Fireball three times per day (2d6 fire damage to target)"
Innate,1,"Shapeshift: Fire Salamander","SPCL634","","Shapeshift: Fire Salamander

Strength: 18/75 
Dexterity: 19

Base Armor Class: 2 
Number of Attacks: 1 
Attack Damage: 1d6 + 1d8 (piercing), strikes as +3 weapon

Special Abilities: 
– THAC0: +1
– Hasted 
– Fire Resistance: 50%
– Breathe Fireball three times per day (2d6 fire damage to target)",No Description
Innate,1,"Shapeshift: Flind","SPWI493","","Shapeshift: Flind

Strength: 17
Dexterity: 17

Base Armor Class: 1
Number of Attacks: 2
Attack Damage: 1d10+1 (slashing or piercing), +1 fire damage, strikes as +3 weapon

Special Abilities:
– THAC0: +1
– Hasted","Shapeshift: Flind

Strength: 17
Dexterity: 17

Base Armor Class: 1
Number of Attacks: 2
Attack Damage: 1d10+1 (slashing or piercing), +1 fire damage, strikes as +3 weapon

Special Abilities:
– THAC0: +1
– Hasted"
Innate,1,"Shapeshift: Greater Werewolf","SPCL644","","Shapeshift: Greater Werewolf

Strength: 21
Dexterity: 20

Base Armor Class: -6
Number of Attacks: 3
Attack Damage: 2d8 (slashing)

Special Abilities:
– Immune to all weapons except cold iron
– Fire Resistance: 50%
– Cold Resistance: 50%
– Electricity Resistance: 50%
– Acid Resistance: 50%
– Magic Resistance: 40%
– Regenerates 3 Hit Points per second",No Description
Innate,1,"Shapeshift: Mustard Jelly","SPWI496","","Shapeshift: Mustard Jelly

Strength: 14
Dexterity: 9

Base Armor Class: 4
Number of Attacks: 1
Attack Damage (ranged): 1d6 (missile)
Attack Damage (melee): 5d4 (crushing), poison (1 damage per 2 seconds for 5 rounds; Save vs. Poison at +2 negates), slow (200 seconds; Save vs. Breath at -2 negates)

Special Abilities:
– Cold Resistance: 50%
– Electrical Resistance: 100%
– Magic Resistance: 100%
– Magic Cold Resistance: 50%
– Slashing Resistance: 30%
– Crushing Resistance: 60%
– Piercing Resistance: 100%
– Missile Resistance: 85%
– Immunity to stun, sleep, fear, poison, petrification, confusion, charm, paralysis, and level drain
– Immunity to non-magical weapons","Shapeshift: Mustard Jelly

Strength: 14
Dexterity: 9

Base Armor Class: 4
Number of Attacks: 1
Attack Damage (ranged): 1d6 (missile)
Attack Damage (melee): 5d4 (crushing), poison (1 damage per 2 seconds for 5 rounds; Save vs. Poison at +2 negates), slow (200 seconds; Save vs. Breath at -2 negates)

Special Abilities:
– Cold Resistance: 50%
– Electrical Resistance: 100%
– Magic Resistance: 100%
– Magic Cold Resistance: 50%
– Slashing Resistance: 30%
– Crushing Resistance: 60%
– Piercing Resistance: 100%
– Missile Resistance: 85%
– Immunity to stun, sleep, fear, poison, petrification, confusion, charm, paralysis, and level drain
– Immunity to non-magical weapons"
Innate,1,"Shapeshift: Natural Form","SPWI491","","Shapeshift: Natural Form
This ability causes the character to return to <PRO_HISHER> natural shape and ends the polymorph effect.","Shapeshift: Natural Form
This ability causes the character to return to <PRO_HISHER> natural shape and ends the polymorph effect."
Innate,1,"Shapeshift: Natural Form","SPWI490","","Shapeshift: Natural Form
This ability causes the character to return to <PRO_HISHER> natural shape and ends the polymorph effect.","Shapeshift: Natural Form
This ability causes the character to return to <PRO_HISHER> natural shape and ends the polymorph effect."
Innate,1,"Shapeshift: Natural Form","SPWI489","","Shapeshift: Natural Form
This ability causes the character to return to <PRO_HISHER> natural shape and ends the polymorph effect.","Shapeshift: Natural Form
This ability causes the character to return to <PRO_HISHER> natural shape and ends the polymorph effect."
Innate,1,"Shapeshift: Natural Form","SPIN151","","Shapeshift: Natural Form
This ability causes the character to return to <PRO_HISHER> natural shape and ends the polymorph effect.","Shapeshift: Natural Form
This ability causes the character to return to <PRO_HISHER> natural shape and ends the polymorph effect."
Innate,1,"Shapeshift: Natural Form","SPIN150","","Shapeshift: Natural Form
This ability causes the character to return to <PRO_HISHER> natural shape and ends the polymorph effect.","Shapeshift: Natural Form
This ability causes the character to return to <PRO_HISHER> natural shape and ends the polymorph effect."
Innate,1,"Shapeshift: Natural Form","SPIN124","","Shapeshift: Natural Form
This ability causes the character to return to <PRO_HISHER> natural shape and ends the polymorph effect.","Shapeshift: Natural Form
This ability causes the character to return to <PRO_HISHER> natural shape and ends the polymorph effect."
Innate,1,"Shapeshift: Natural Form","SPIN123","Druid Human Form","Shapeshift: Natural Form
This ability causes the character to return to <PRO_HISHER> natural shape and ends the polymorph effect.","Shapeshift: Natural Form
This ability causes the character to return to <PRO_HISHER> natural shape and ends the polymorph effect."
Innate,1,"Shapeshift: Natural Form","SPIN122","","Shapeshift: Natural Form
This ability causes the character to return to <PRO_HISHER> natural shape and ends the polymorph effect.","Shapeshift: Natural Form
This ability causes the character to return to <PRO_HISHER> natural shape and ends the polymorph effect."
Innate,1,"Shapeshift: Ogre","SPWI494","","Shapeshift: Ogre

Strength: 18/00
Dexterity: 9

Base Armor Class: 5
Number of Attacks: 1
Attack Damage: 2d4 (crushing), strikes as +1 weapon","Shapeshift: Ogre

Strength: 18/00
Dexterity: 9

Base Armor Class: 5
Number of Attacks: 1
Attack Damage: 2d4 (crushing), strikes as +1 weapon"
Innate,1,"Shapeshift: Spider","SPWI495","","Shapeshift: Spider

Strength: 16
Dexterity: 16

Base Armor Class: 3
Number of Attacks: 4
Attack Damage: 1d4 (piercing), strikes as a +1 weapon

Special Abilities:
– Hasted
– Immunity to web",No Description
Innate,1,"Shapeshift: Spider","SPIN125","","Shapeshift: Spider

Strength: 16
Dexterity: 16

Base Armor Class: 3
Number of Attacks: 4
Attack Damage: 1d4 (piercing), strikes as a +1 weapon

Special Abilities:
– Hasted
– Immunity to web","Shapeshift: Spider

Strength: 16
Dexterity: 16

Base Armor Class: 3
Number of Attacks: 4
Attack Damage: 1d4 (piercing), strikes as a +1 weapon

Special Abilities:
– Hasted
– Immunity to web"
Innate,1,"Shapeshift: Spider","SPCL632","","Shapeshift: Spider

Strength: 16
Dexterity: 16

Base Armor Class: 3
Number of Attacks: 4
Attack Damage: 1d4 (piercing), strikes as a +1 weapon

Special Abilities:
– Hasted
– Immunity to web",No Description
Innate,1,"Shapeshift: Werewolf","SPCL643","","Shapeshift: Werewolf

Strength: 19 
Dexterity: 16

Base Armor Class: 1
Number of Attacks: 2
Attack Damage: 1d6 (piercing), strikes as +2 weapon

Special Abilities:
– Magic Resistance: 20%",No Description
Innate,1,"Shapeshift: Wolf","SPWI499","","Shapeshift: Wolf

Strength: 15
Dexterity: 18

Base Armor Class: 6
Number of Attacks: 2
Attack Damage: 1d8 (piercing), strikes as +1 weapon

Special Abilities:
 – Cold Resistance: 100%
 – Electrical Resistance: 50%
 – Magic Cold Resistance: 100%
 – Hasted","Shapeshift: Wolf

Strength: 15
Dexterity: 18

Base Armor Class: 6
Number of Attacks: 2
Attack Damage: 1d8 (piercing), strikes as +1 weapon

Special Abilities:
 – Cold Resistance: 100%
 – Electrical Resistance: 50%
 – Magic Cold Resistance: 100%
 – Hasted"
Innate,1,"Shapeshift: Wolf","SPIN110","","Shapeshift: Wolf

Strength: 15
Dexterity: 18

Base Armor Class: 6
Number of Attacks: 2
Attack Damage: 1d8 (piercing), strikes as +1 weapon

Special Abilities:
 – Cold Resistance: 100%
 – Electrical Resistance: 50%
 – Magic Cold Resistance: 100%
 – Hasted","Shapeshift: Wolf

Strength: 15
Dexterity: 18

Base Armor Class: 6
Number of Attacks: 2
Attack Damage: 1d8 (piercing), strikes as +1 weapon

Special Abilities:
 – Cold Resistance: 100%
 – Electrical Resistance: 50%
 – Magic Cold Resistance: 100%
 – Hasted"
Innate,1,"Shapeshift: Wolf","SPCL612","","Shapeshift: Wolf

Strength: 15
Dexterity: 18

Base Armor Class: 6
Number of Attacks: 2
Attack Damage: 1d8 (piercing), strikes as +1 weapon

Special Abilities:
 – Cold Resistance: 100%
 – Electrical Resistance: 50%
 – Magic Cold Resistance: 100%
 – Hasted",No Description
Innate,1,"Silver Dragon Cone of Cold","SPIN833","Silver Dragon Breath Cold",No Description, No Description
Innate,1,"Slayer Change","SPIN852","Slayer Change","Barkskin
(Alteration)

Level: 2
Sphere: Protection, Plant 
Range: Touch 
Duration: 4 rounds + 1 round/level 
Casting Time: 5 
Area of Effect: 1 creature 
Saving Throw: None 

When a priest casts the Barkskin spell upon a creature, its skin becomes as tough as bark, increasing its base Armor Class to 6, plus 1 for every 4 levels of the priest: Armor Class 5 at 4th level, Armor Class 4 at 8th, and so on. In addition, Saving Throws vs. all attack forms except magic gain a +1 bonus. This spell can be placed on the caster or on any other creature <PRO_HESHE> touches.",No Description
Innate,1,"Slayer Change","SPIN823","Slayer Change Two","Barkskin
(Alteration)

Level: 2
Sphere: Protection, Plant 
Range: Touch 
Duration: 4 rounds + 1 round/level 
Casting Time: 5 
Area of Effect: 1 creature 
Saving Throw: None 

When a priest casts the Barkskin spell upon a creature, its skin becomes as tough as bark, increasing its base Armor Class to 6, plus 1 for every 4 levels of the priest: Armor Class 5 at 4th level, Armor Class 4 at 8th, and so on. In addition, Saving Throws vs. all attack forms except magic gain a +1 bonus. This spell can be placed on the caster or on any other creature <PRO_HESHE> touches.",No Description
Innate,1,"Slayer Change","SPIN822","Slayer Start","Barkskin
(Alteration)

Level: 2
Sphere: Protection, Plant 
Range: Touch 
Duration: 4 rounds + 1 round/level 
Casting Time: 5 
Area of Effect: 1 creature 
Saving Throw: None 

When a priest casts the Barkskin spell upon a creature, its skin becomes as tough as bark, increasing its base Armor Class to 6, plus 1 for every 4 levels of the priest: Armor Class 5 at 4th level, Armor Class 4 at 8th, and so on. In addition, Saving Throws vs. all attack forms except magic gain a +1 bonus. This spell can be placed on the caster or on any other creature <PRO_HESHE> touches.",No Description
Innate,1,"Slayer Change","SPIN810","Give Slayer Power","Barkskin
(Alteration)

Level: 2
Sphere: Protection, Plant 
Range: Touch 
Duration: 4 rounds + 1 round/level 
Casting Time: 5 
Area of Effect: 1 creature 
Saving Throw: None 

When a priest casts the Barkskin spell upon a creature, its skin becomes as tough as bark, increasing its base Armor Class to 6, plus 1 for every 4 levels of the priest: Armor Class 5 at 4th level, Armor Class 4 at 8th, and so on. In addition, Saving Throws vs. all attack forms except magic gain a +1 bonus. This spell can be placed on the caster or on any other creature <PRO_HESHE> touches.",No Description
